ligand,receptor,source,target,ligand_expr,receptor_expr,score,pvalue
CCL2,CCR2,3,3,0.631578947368421,0.31140350877192985,0.19667590027700832,0.001996007984031936
IL1B,IL1R1,8,9,0.1569767441860465,1.25,0.19622093023255816,0.001996007984031936
BMP4,BMPR1A,5,4,0.23357664233576642,0.8367875647668394,0.195454029726561,0.001996007984031936
CD86,CD28,8,9,0.28488372093023256,0.6857142857142857,0.19534883720930232,0.001996007984031936
PDGFA,PDGFRA,6,4,0.12444444444444444,1.5647668393782384,0.1947265400115141,0.001996007984031936
CD86,CD28,9,4,0.6642857142857143,0.2927461139896373,0.19446706143597334,0.001996007984031936
BMP4,BMPR1A,10,4,0.2318840579710145,0.8367875647668394,0.19403769617781783,0.001996007984031936
CXCL10,CXCR3,4,3,1.2098445595854923,0.1600877192982456,0.1936812562494319,0.005988023952095809
SELE,CD44,3,3,0.1513157894736842,1.2785087719298245,0.19345856417359186,0.001996007984031936
SELE,CD44,3,4,0.1513157894736842,1.2720207253886011,0.19247682028906465,0.001996007984031936
CXCL10,CXCR3,3,3,1.2017543859649122,0.1600877192982456,0.19238611880578638,0.001996007984031936
SELE,CD44,8,1,0.11627906976744186,1.654,0.19232558139534883,0.001996007984031936
PDGFA,PDGFRA,5,9,0.291970802919708,0.6571428571428571,0.19186652763295098,0.001996007984031936
HGF,MET,6,9,0.11555555555555555,1.6571428571428573,0.1914920634920635,0.001996007984031936
CXCL9,CXCR3,8,7,3.686046511627907,0.05181347150259067,0.1909868658874563,0.011976047904191617
TGFB1,TGFBR1,1,8,0.48,0.3953488372093023,0.1897674418604651,0.001996007984031936
IL18,IL18R1,4,5,1.3316062176165804,0.14233576642335766,0.18953519155856435,0.001996007984031936
CD86,CD28,1,4,0.646,0.2927461139896373,0.1891139896373057,0.001996007984031936
CXCL11,CXCR3,9,9,2.0357142857142856,0.09285714285714286,0.18903061224489795,0.001996007984031936
BMP7,BMPR2,8,6,0.23255813953488372,0.8088888888888889,0.18811369509043926,0.001996007984031936
ANGPT1,TEK,8,9,0.28488372093023256,0.6571428571428571,0.1872093023255814,0.003992015968063872
BMP7,BMPR2,5,5,0.17518248175182483,1.0656934306569343,0.186690819969098,0.001996007984031936
FGF2,FGFR1,10,9,0.2898550724637681,0.6428571428571429,0.1863354037267081,0.017964071856287425
CD86,CD28,4,9,0.2694300518134715,0.6857142857142857,0.1847520355292376,0.001996007984031936
FASLG,FAS,3,9,0.16666666666666666,1.1071428571428572,0.18452380952380953,0.001996007984031936
SELE,CD44,5,9,0.072992700729927,2.5214285714285714,0.18404588112617307,0.001996007984031936
BMP7,BMPR2,8,3,0.23255813953488372,0.7872807017543859,0.18308853529171765,0.001996007984031936
IFNG,IFNGR1,9,1,0.3,0.606,0.1818,0.001996007984031936
ANGPT1,TEK,4,2,0.7746113989637305,0.2345415778251599,0.18167857971430781,0.001996007984031936
CXCL10,CXCR3,1,6,4.518,0.04,0.18072,0.01996007984031936
IL18,IL18R1,4,9,1.3316062176165804,0.1357142857142857,0.1807179866765359,0.001996007984031936
TNF,TNFRSF1A,8,8,0.11627906976744186,1.552325581395349,0.1805029745808545,0.007984031936127744
FASLG,FAS,8,9,0.16279069767441862,1.1071428571428572,0.1802325581395349,0.001996007984031936
BMP7,BMPR2,4,6,0.22279792746113988,0.8088888888888889,0.1802187679907887,0.001996007984031936
IL1B,IL1R1,9,8,0.36428571428571427,0.4941860465116279,0.18002491694352157,0.001996007984031936
TGFB1,TGFBR1,7,4,0.11398963730569948,1.5647668393782384,0.1783672044887111,0.001996007984031936
CCL5,CCR5,3,7,2.4473684210526314,0.07253886010362694,0.17752931551677117,0.001996007984031936
BMP4,BMPR1A,4,5,0.30310880829015546,0.583941605839416,0.17699784425702508,0.001996007984031936
FGF2,FGFR1,10,1,0.2898550724637681,0.61,0.17681159420289855,0.005988023952095809
CXCL10,CXCR3,9,2,5.9071428571428575,0.029850746268656716,0.17633262260127933,0.027944111776447105
CD40LG,CD40,3,9,0.12719298245614036,1.3857142857142857,0.17625313283208022,0.001996007984031936
HGF,MET,4,6,0.4119170984455959,0.4266666666666667,0.17575129533678757,0.001996007984031936
BMP7,BMPR2,4,3,0.22279792746113988,0.7872807017543859,0.17540450868102897,0.001996007984031936
TNF,TNFRSF1A,9,7,0.29285714285714287,0.5958549222797928,0.17450037009622502,0.015968063872255488
WNT5A,FZD5,5,4,0.3357664233576642,0.5181347150259067,0.1739722400816913,0.001996007984031936
TNF,TNFRSF1A,4,5,0.18911917098445596,0.9197080291970803,0.17393442002949963,0.001996007984031936
ANGPT1,TEK,7,4,0.16062176165803108,1.077720207253886,0.17310531826357753,0.003992015968063872
TNF,TNFRSF1B,5,9,0.145985401459854,1.1714285714285715,0.17101147028154326,0.001996007984031936
FGF2,FGFR1,5,3,0.46715328467153283,0.3618421052631579,0.16903572800614675,0.001996007984031936
WNT5A,FZD5,4,4,0.3238341968911917,0.5181347150259067,0.16778973932186098,0.001996007984031936
TGFB1,TGFBR1,7,9,0.11398963730569948,1.4714285714285715,0.1677276091783864,0.007984031936127744
CCL2,CCR2,3,4,0.631578947368421,0.26424870466321243,0.16689391873466047,0.001996007984031936
CXCL11,CXCR3,1,5,2.85,0.058394160583941604,0.16642335766423358,0.001996007984031936
FASLG,FAS,4,9,0.15025906735751296,1.1071428571428572,0.16635825314581792,0.001996007984031936
BMP7,BMPR2,9,9,0.12857142857142856,1.292857142857143,0.16622448979591836,0.007984031936127744
FGF2,FGFR1,9,8,0.22857142857142856,0.7267441860465116,0.1661129568106312,0.011976047904191617
FGF2,FGFR1,10,5,0.2898550724637681,0.572992700729927,0.1660848407912832,0.023952095808383235
CXCL11,CXCR3,1,8,2.85,0.05813953488372093,0.16569767441860464,0.001996007984031936
FASLG,FAS,5,9,0.14963503649635038,1.1071428571428572,0.16566736183524508,0.001996007984031936
CXCL11,CXCR3,3,3,1.0328947368421053,0.1600877192982456,0.1653537626962142,0.001996007984031936
FGF2,FGFR1,4,3,0.45595854922279794,0.3618421052631579,0.1649850013635124,0.001996007984031936
FGF2,FGFR1,8,8,0.22674418604651161,0.7267441860465116,0.16478501892915087,0.005988023952095809
BMP7,BMPR2,5,1,0.17518248175182483,0.94,0.16467153284671532,0.001996007984031936
ANGPT1,TEK,4,7,0.7746113989637305,0.21243523316062177,0.16455475314773552,0.00998003992015968
TNF,TNFRSF1A,5,3,0.145985401459854,1.1271929824561404,0.16455372006658983,0.003992015968063872
ANGPT1,TEK,9,5,0.22857142857142856,0.7153284671532847,0.1635036496350365,0.01996007984031936
SELE,CD44,9,6,0.4714285714285714,0.3466666666666667,0.16342857142857142,0.013972055888223553
TNF,TNFRSF1A,3,9,0.06359649122807018,2.557142857142857,0.162625313283208,0.001996007984031936
IL18,IL18R1,4,8,1.3316062176165804,0.12209302325581395,0.1625798288950476,0.001996007984031936
CXCL9,CXCR3,4,3,1.0129533678756477,0.1600877192982456,0.1621613944186892,0.013972055888223553
PDGFA,PDGFRA,7,4,0.10362694300518134,1.5647668393782384,0.16215200408064645,0.001996007984031936
IFNG,IFNGR1,10,9,0.07246376811594203,2.2285714285714286,0.16149068322981366,0.003992015968063872
SELE,CD44,2,9,0.06396588486140725,2.5214285714285714,0.16128540968626257,0.001996007984031936
PDGFA,PDGFRA,9,9,0.24285714285714285,0.6571428571428571,0.15959183673469388,0.005988023952095809
FGF2,FGFR1,3,8,0.21929824561403508,0.7267441860465116,0.1593737250101999,0.001996007984031936
FGF2,FGFR1,2,4,0.11940298507462686,1.33419689119171,0.1593070914855773,0.001996007984031936
HGF,MET,6,4,0.11555555555555555,1.3756476683937824,0.15896373056994817,0.001996007984031936
TNF,TNFRSF1A,4,2,0.18911917098445596,0.8400852878464818,0.1588762331937647,0.003992015968063872
CXCL9,CXCR3,3,4,1.2456140350877194,0.12694300518134716,0.1581219889100991,0.013972055888223553
CCL5,CCR5,1,6,3.202,0.04888888888888889,0.15654222222222222,0.023952095808383235
BMP4,BMPR1A,8,5,0.26744186046511625,0.583941605839416,0.156170429468681,0.001996007984031936
IFNG,IFNGR1,8,9,0.06976744186046512,2.2285714285714286,0.15548172757475084,0.001996007984031936
SELE,CD44,9,7,0.4714285714285714,0.32642487046632124,0.15388601036269428,0.017964071856287425
ANGPT1,TEK,4,3,0.7746113989637305,0.19736842105263158,0.15288382874284157,0.005988023952095809
CXCL10,CXCR3,3,4,1.2017543859649122,0.12694300518134716,0.15255431324425053,0.04790419161676647
FGF2,FGFR1,5,6,0.46715328467153283,0.3244444444444444,0.15156528791565285,0.003992015968063872
TNF,TNFRSF1B,9,8,0.29285714285714287,0.5174418604651163,0.15153654485049836,0.001996007984031936
WNT7B,FZD1,5,4,0.20437956204379562,0.7409326424870466,0.15143148897545478,0.001996007984031936
CCL5,CCR5,8,3,0.9186046511627907,0.16447368421052633,0.15108629130966952,0.015968063872255488
CXCL11,CXCR3,8,3,0.936046511627907,0.1600877192982456,0.14984955120359036,0.001996007984031936
TNF,TNFRSF1A,4,6,0.18911917098445596,0.7911111111111111,0.14961427748992517,0.005988023952095809
CXCL9,CXCR3,3,1,1.2456140350877194,0.12,0.14947368421052631,0.021956087824351298
HGF,MET,9,6,0.35,0.4266666666666667,0.14933333333333335,0.005988023952095809
TNF,TNFRSF1B,9,4,0.29285714285714287,0.5077720207253886,0.14870466321243525,0.001996007984031936
SELE,CD44,8,3,0.11627906976744186,1.2785087719298245,0.14866381068951448,0.021956087824351298
IL18,IL18R1,9,5,1.042857142857143,0.14233576642335766,0.14843587069864442,0.001996007984031936
FGF2,FGFR1,4,6,0.45595854922279794,0.3244444444444444,0.14793321819228555,0.005988023952095809
SELE,CD44,8,4,0.11627906976744186,1.2720207253886011,0.14790938667309314,0.01996007984031936
IL1B,IL1R1,9,1,0.36428571428571427,0.406,0.1479,0.001996007984031936
CD86,CD28,9,5,0.6642857142857143,0.22262773722627738,0.14788842544316996,0.001996007984031936
CXCL11,CXCR3,1,7,2.85,0.05181347150259067,0.14766839378238342,0.001996007984031936
TNF,TNFRSF1A,2,9,0.057569296375266525,2.557142857142857,0.14721291501675296,0.005988023952095809
BMP7,BMPR2,3,4,0.06359649122807018,2.3108808290155443,0.1469639123716026,0.001996007984031936
FGF2,FGFR1,9,9,0.22857142857142856,0.6428571428571429,0.1469387755102041,0.0499001996007984
ANGPT1,TEK,2,8,0.09808102345415778,1.494186046511628,0.14655129667278227,0.033932135728542916
HGF,MET,4,8,0.4119170984455959,0.3546511627906977,0.14608687793710087,0.001996007984031936
ANGPT1,TEK,3,5,0.20394736842105263,0.7153284671532847,0.1458893584325778,0.011976047904191617
FGF2,FGFR1,8,9,0.22674418604651161,0.6428571428571429,0.1457641196013289,0.015968063872255488
CCL5,CCR5,8,4,0.9186046511627907,0.15803108808290156,0.14516809254127003,0.03792415169660679
CXCL9,CXCR3,1,5,2.486,0.058394160583941604,0.14516788321167884,0.04590818363273453
ANGPT1,TEK,1,5,0.202,0.7153284671532847,0.14449635036496353,0.007984031936127744
ANGPT1,TEK,5,6,0.5145985401459854,0.28,0.14408759124087592,0.023952095808383235
CD86,CD28,1,5,0.646,0.22262773722627738,0.14381751824817518,0.001996007984031936
SELE,CD44,9,10,0.4714285714285714,0.30434782608695654,0.14347826086956522,0.04790419161676647
TNF,TNFRSF1B,4,1,0.18911917098445596,0.758,0.14335233160621763,0.001996007984031936
CCL2,CCR2,3,5,0.631578947368421,0.22627737226277372,0.14291202458701496,0.001996007984031936
TNF,TNFRSF1B,9,3,0.29285714285714287,0.4868421052631579,0.14257518796992483,0.001996007984031936
BMP7,BMPR2,5,6,0.17518248175182483,0.8088888888888889,0.14170316301703165,0.003992015968063872
BMP7,BMPR2,8,10,0.23255813953488372,0.6086956521739131,0.14155712841253792,0.015968063872255488
IL18,IL18R1,9,9,1.042857142857143,0.1357142857142857,0.14153061224489796,0.001996007984031936
FASLG,FAS,3,4,0.16666666666666666,0.8471502590673575,0.1411917098445596,0.001996007984031936
FGF2,FGFR1,3,9,0.21929824561403508,0.6428571428571429,0.14097744360902256,0.00998003992015968
CD274,PDCD1,9,5,0.7714285714285715,0.18248175182481752,0.14077163712200208,0.001996007984031936
SELE,CD44,4,5,0.23575129533678757,0.5948905109489051,0.1402462085397678,0.001996007984031936
PDGFA,PDGFRA,8,6,0.5,0.28,0.14,0.001996007984031936
CD274,PDCD1,9,4,0.7714285714285715,0.18134715025906736,0.13989637305699482,0.001996007984031936
FGF2,FGFR1,9,1,0.22857142857142856,0.61,0.13942857142857143,0.021956087824351298
IL6,IL6R,4,9,0.19689119170984457,0.7071428571428572,0.13923019985196153,0.001996007984031936
PDGFA,PDGFRA,5,8,0.291970802919708,0.47674418604651164,0.13919538278730265,0.001996007984031936
CD40LG,CD40,4,4,0.24093264248704663,0.5777202072538861,0.139191656151843,0.001996007984031936
FGF2,FGFR1,8,1,0.22674418604651161,0.61,0.13831395348837208,0.01996007984031936
BMP7,BMPR2,5,3,0.17518248175182483,0.7872807017543859,0.13791778716865155,0.003992015968063872
FASLG,FAS,8,4,0.16279069767441862,0.8471502590673575,0.1379081817086396,0.001996007984031936
TNF,TNFRSF1A,3,4,0.06359649122807018,2.1632124352331608,0.13757272066175805,0.007984031936127744
PDGFA,PDGFRA,5,5,0.291970802919708,0.4708029197080292,0.1374607064840961,0.001996007984031936
FASLG,FAS,1,9,0.124,1.1071428571428572,0.1372857142857143,0.001996007984031936
BMP7,BMPR2,9,5,0.12857142857142856,1.0656934306569343,0.13701772679874868,0.029940119760479042
CD40LG,CD40,5,9,0.09854014598540146,1.3857142857142857,0.13654848800834202,0.001996007984031936
BMP4,BMPR1A,5,5,0.23357664233576642,0.583941605839416,0.13639511961212636,0.001996007984031936
SELE,CD44,3,8,0.1513157894736842,0.9011627906976745,0.13636015911872706,0.005988023952095809
HGF,MET,5,5,0.20072992700729927,0.6788321167883211,0.13626192125313016,0.001996007984031936
TNF,TNFRSF1B,8,9,0.11627906976744186,1.1714285714285715,0.1362126245847176,0.001996007984031936
BMP7,BMPR2,4,10,0.22279792746113988,0.6086956521739131,0.1356161297589547,0.007984031936127744
BMP4,BMPR1A,10,5,0.2318840579710145,0.583941605839416,0.13540674918015444,0.001996007984031936
IL6,IL6R,4,4,0.19689119170984457,0.6839378238341969,0.13466133319015275,0.001996007984031936
TNF,TNFRSF1A,5,5,0.145985401459854,0.9197080291970803,0.13426394586818688,0.04790419161676647
IL15,IL15RA,9,9,0.40714285714285714,0.32857142857142857,0.13377551020408163,0.001996007984031936
FGF2,FGFR1,3,1,0.21929824561403508,0.61,0.1337719298245614,0.001996007984031936
IL18,IL18R1,4,1,1.3316062176165804,0.1,0.13316062176165805,0.001996007984031936
TNF,TNFRSF1A,3,1,0.06359649122807018,2.078,0.13215350877192983,0.011976047904191617
CD40LG,CD40,9,4,0.22857142857142856,0.5777202072538861,0.13205033308660252,0.001996007984031936
FGF2,FGFR1,5,2,0.46715328467153283,0.2814498933901919,0.13148024216768087,0.015968063872255488
CXCL11,CXCR3,3,4,1.0328947368421053,0.12694300518134716,0.13111876193073357,0.001996007984031936
FGF2,FGFR1,5,7,0.46715328467153283,0.27979274611398963,0.13070610037441852,0.029940119760479042
BMP7,BMPR2,8,2,0.23255813953488372,0.55863539445629,0.1299152080130907,0.013972055888223553
FGF2,FGFR1,4,2,0.45595854922279794,0.2814498933901919,0.12832948506910305,0.007984031936127744
FGF2,FGFR1,4,7,0.45595854922279794,0.27979274611398963,0.12757389460119734,0.033932135728542916
IL18,IL18R1,9,8,1.042857142857143,0.12209302325581395,0.12732558139534883,0.001996007984031936
FASLG,FAS,4,4,0.15025906735751296,0.8471502590673575,0.12729200783913663,0.001996007984031936
IFNG,IFNGR1,4,5,0.18134715025906736,0.7007299270072993,0.127075375364018,0.001996007984031936
HGF,MET,6,1,0.11555555555555555,1.098,0.12688,0.001996007984031936
FASLG,FAS,5,4,0.14963503649635038,0.8471502590673575,0.1267633599334367,0.001996007984031936
FASLG,FAS,9,9,0.11428571428571428,1.1071428571428572,0.12653061224489795,0.001996007984031936
FGF2,FGFR1,3,5,0.21929824561403508,0.572992700729927,0.12565629401972084,0.02594810379241517
IFNG,IFNGR1,9,6,0.3,0.4177777777777778,0.12533333333333332,0.001996007984031936
PDGFA,PDGFRA,1,9,0.19,0.6571428571428571,0.12485714285714286,0.003992015968063872
TNF,TNFRSF1A,2,4,0.057569296375266525,2.1632124352331608,0.12453461780659987,0.02594810379241517
BMP7,BMPR2,4,2,0.22279792746113988,0.55863539445629,0.12446280809129776,0.007984031936127744
HGF,MET,9,8,0.35,0.3546511627906977,0.12412790697674418,0.021956087824351298
CXCL11,CXCR3,3,1,1.0328947368421053,0.12,0.12394736842105264,0.001996007984031936
HGF,MET,5,3,0.20072992700729927,0.6162280701754386,0.12369541554616469,0.001996007984031936
IL18,IL18R1,4,3,1.3316062176165804,0.09210526315789473,0.12264794109626398,0.001996007984031936
IFNG,IFNGR1,4,8,0.18134715025906736,0.6744186046511628,0.12230389203518496,0.001996007984031936
CD40LG,CD40,8,9,0.0872093023255814,1.3857142857142857,0.12084717607973422,0.001996007984031936
SELE,CD44,5,1,0.072992700729927,1.654,0.12072992700729926,0.03992015968063872
FASLG,FAS,3,1,0.16666666666666666,0.722,0.12033333333333332,0.001996007984031936
TNF,TNFRSF1A,2,1,0.057569296375266525,2.078,0.11962899786780383,0.04790419161676647
CCL2,CCR2,9,10,1.0285714285714285,0.11594202898550725,0.11925465838509315,0.003992015968063872
BMP4,BMPR1A,4,9,0.30310880829015546,0.39285714285714285,0.11907846039970393,0.001996007984031936
PDGFA,PDGFRA,4,6,0.42487046632124353,0.28,0.1189637305699482,0.001996007984031936
CXCL11,CXCR3,9,5,2.0357142857142856,0.058394160583941604,0.11887382690302398,0.005988023952095809
CXCL11,CXCR3,8,4,0.936046511627907,0.12694300518134716,0.11882455717556333,0.001996007984031936
CCL2,CCR2,4,10,1.0233160621761659,0.11594202898550725,0.11864534054216416,0.001996007984031936
CXCL11,CXCR3,9,8,2.0357142857142856,0.05813953488372093,0.11835548172757474,0.02594810379241517
IL1B,IL1R1,4,5,0.20466321243523317,0.5766423357664233,0.11801747286411254,0.001996007984031936
FASLG,FAS,8,1,0.16279069767441862,0.722,0.11753488372093024,0.001996007984031936
BMP4,BMPR1A,3,4,0.14035087719298245,0.8367875647668394,0.11744386873920552,0.001996007984031936
HGF,MET,3,9,0.07017543859649122,1.6571428571428573,0.11629072681704261,0.005988023952095809
IL6,IL6R,9,9,0.16428571428571428,0.7071428571428572,0.11617346938775511,0.001996007984031936
SELE,CD44,4,2,0.23575129533678757,0.4925373134328358,0.11611630964349239,0.029940119760479042
IFNG,IFNGR1,10,4,0.07246376811594203,1.5984455958549222,0.11582939100397988,0.015968063872255488
PDGFA,PDGFRA,9,8,0.24285714285714285,0.47674418604651164,0.11578073089700996,0.01996007984031936
CCL2,CCR2,9,1,1.0285714285714285,0.112,0.1152,0.001996007984031936
CCL2,CCR2,4,1,1.0233160621761659,0.112,0.11461139896373058,0.001996007984031936
PDGFA,PDGFRA,9,5,0.24285714285714285,0.4708029197080292,0.11433785192909279,0.007984031936127744
CXCL11,CXCR3,1,6,2.85,0.04,0.114,0.007984031936127744
CCL2,CCR2,9,8,1.0285714285714285,0.11046511627906977,0.11362126245847175,0.003992015968063872
BMP7,BMPR2,2,4,0.04904051172707889,2.3108808290155443,0.1133267783952186,0.005988023952095809
CCL2,CCR2,4,8,1.0233160621761659,0.11046511627906977,0.11304072779852996,0.001996007984031936
IL1B,IL1R1,2,4,0.08102345415778252,1.3937823834196892,0.11292906304893004,0.001996007984031936
IFNG,IFNGR1,5,5,0.16058394160583941,0.7007299270072993,0.11252597368000426,0.001996007984031936
IL6,IL6R,9,4,0.16428571428571428,0.6839378238341969,0.11236121391561806,0.001996007984031936
CXCL11,CXCR3,8,1,0.936046511627907,0.12,0.11232558139534883,0.003992015968063872
HGF,MET,4,2,0.4119170984455959,0.27078891257995735,0.11154258316117414,0.003992015968063872
IFNG,IFNGR1,8,4,0.06976744186046512,1.5984455958549222,0.1115194601759248,0.001996007984031936
IFNG,IFNGR1,1,5,0.158,0.7007299270072993,0.11071532846715329,0.001996007984031936
TNF,TNFRSF1B,5,1,0.145985401459854,0.758,0.11065693430656934,0.001996007984031936
CD80,CD28,4,9,0.16062176165803108,0.6857142857142857,0.11014063656550703,0.001996007984031936
IFNG,IFNGR1,4,1,0.18134715025906736,0.606,0.10989637305699482,0.001996007984031936
CD86,CD28,3,4,0.375,0.2927461139896373,0.10977979274611399,0.001996007984031936
CD80,CD28,3,9,0.1600877192982456,0.6857142857142857,0.10977443609022557,0.001996007984031936
IFNG,IFNGR1,9,3,0.3,0.36403508771929827,0.10921052631578948,0.003992015968063872
FASLG,FAS,4,1,0.15025906735751296,0.722,0.10848704663212436,0.001996007984031936
IFNG,IFNGR1,5,8,0.16058394160583941,0.6744186046511628,0.10830079782719403,0.001996007984031936
FASLG,FAS,5,1,0.14963503649635038,0.722,0.10803649635036497,0.001996007984031936
BMP4,BMPR1A,9,4,0.12857142857142856,0.8367875647668394,0.10758697261287933,0.001996007984031936
IFNG,IFNGR1,1,8,0.158,0.6744186046511628,0.10655813953488372,0.001996007984031936
BMP7,BMPR2,3,8,0.06359649122807018,1.6686046511627908,0.10611740106079152,0.041916167664670656
WNT7B,FZD1,4,4,0.14248704663212436,0.7409326424870466,0.10557330398131494,0.001996007984031936
IL6,IL6R,3,9,0.14912280701754385,0.7071428571428572,0.10545112781954888,0.001996007984031936
BMP4,BMPR1A,8,9,0.26744186046511625,0.39285714285714285,0.10506644518272425,0.001996007984031936
FASLG,FAS,1,4,0.124,0.8471502590673575,0.10504663212435233,0.001996007984031936
CD86,CD28,9,3,0.6642857142857143,0.15789473684210525,0.10488721804511277,0.001996007984031936
IL18,IL18R1,9,1,1.042857142857143,0.1,0.1042857142857143,0.001996007984031936
IL1B,IL1R1,5,5,0.17883211678832117,0.5766423357664233,0.10312216953487133,0.001996007984031936
CD274,PDCD1,4,1,0.25647668393782386,0.402,0.10310362694300519,0.001996007984031936
FASLG,FAS,3,8,0.16666666666666666,0.6162790697674418,0.10271317829457363,0.001996007984031936
CD86,CD28,1,3,0.646,0.15789473684210525,0.102,0.001996007984031936
IL6,IL6R,3,4,0.14912280701754385,0.6839378238341969,0.10199072811562584,0.001996007984031936
IL1B,IL1R1,2,9,0.08102345415778252,1.25,0.10127931769722814,0.001996007984031936
IL1B,IL1R1,3,5,0.17543859649122806,0.5766423357664233,0.10116532206428479,0.001996007984031936
IL1B,IL1R1,4,8,0.20466321243523317,0.4941860465116279,0.10114170381973732,0.001996007984031936
CXCL13,CXCR5,1,4,0.66,0.15284974093264247,0.10088082901554404,0.001996007984031936
IL18,IL18R1,4,6,1.3316062176165804,0.07555555555555556,0.10061024755325274,0.001996007984031936
CD274,PDCD1,8,1,0.25,0.402,0.1005,0.001996007984031936
FASLG,FAS,8,8,0.16279069767441862,0.6162790697674418,0.10032449972958356,0.003992015968063872
WNT7B,FZD1,5,8,0.20437956204379562,0.4883720930232558,0.09981327448650483,0.001996007984031936
BMP4,BMPR1A,7,4,0.11917098445595854,0.8367875647668394,0.09972079787376842,0.001996007984031936
PDGFA,PDGFRA,2,9,0.1513859275053305,0.6571428571428571,0.09948218093207432,0.031936127744510975
CD40LG,CD40,4,8,0.24093264248704663,0.4127906976744186,0.09945475358476925,0.001996007984031936
CCL19,CCR7,9,3,0.5142857142857142,0.19298245614035087,0.09924812030075186,0.001996007984031936
CD274,PDCD1,9,8,0.7714285714285715,0.12790697674418605,0.09867109634551496,0.001996007984031936
IL15,IL15RA,4,9,0.2979274611398964,0.32857142857142857,0.09789045151739452,0.001996007984031936
TNF,TNFRSF1B,4,8,0.18911917098445596,0.5174418604651163,0.09785817568381734,0.001996007984031936
IFNG,IFNGR1,5,1,0.16058394160583941,0.606,0.09731386861313868,0.001996007984031936
FASLG,FAS,9,4,0.11428571428571428,0.8471502590673575,0.09681717246484085,0.001996007984031936
HGF,MET,3,4,0.07017543859649122,1.3756476683937824,0.0965366784837742,0.021956087824351298
CD274,PDCD1,4,3,0.25647668393782386,0.375,0.09617875647668395,0.001996007984031936
IL18,IL18R1,9,3,1.042857142857143,0.09210526315789473,0.09605263157894738,0.001996007984031936
TNF,TNFRSF1B,4,4,0.18911917098445596,0.5077720207253886,0.09602942360868749,0.001996007984031936
IFNG,IFNGR1,1,1,0.158,0.606,0.095748,0.001996007984031936
IL6,IL6R,5,9,0.13503649635036497,0.7071428571428572,0.09549009384775808,0.001996007984031936
C5,C5AR1,4,4,0.3290155440414508,0.29015544041450775,0.09546565008456602,0.001996007984031936
WNT5A,FZD5,3,4,0.18421052631578946,0.5181347150259067,0.09544586855740386,0.001996007984031936
CD86,CD28,5,9,0.1386861313868613,0.6857142857142857,0.09509906152241919,0.001996007984031936
CD40LG,CD40,9,8,0.22857142857142856,0.4127906976744186,0.09435215946843854,0.001996007984031936
CD274,PDCD1,8,3,0.25,0.375,0.09375,0.001996007984031936
CXCL13,CXCR5,1,3,0.66,0.14035087719298245,0.09263157894736843,0.001996007984031936
FASLG,FAS,4,8,0.15025906735751296,0.6162790697674418,0.09260151825521147,0.001996007984031936
IL6,IL6R,5,4,0.13503649635036497,0.6839378238341969,0.09235656745206308,0.001996007984031936
FASLG,FAS,5,8,0.14963503649635038,0.6162790697674418,0.09221694109658803,0.001996007984031936
TNF,TNFRSF1B,4,3,0.18911917098445596,0.4868421052631579,0.09207117534769567,0.001996007984031936
IL1B,IL1R1,1,4,0.066,1.3937823834196892,0.09198963730569949,0.001996007984031936
BMP4,BMPR1A,5,9,0.23357664233576642,0.39285714285714285,0.09176225234619395,0.001996007984031936
CCL2,CCR2,5,9,0.291970802919708,0.3142857142857143,0.09176225234619394,0.003992015968063872
C5,C5AR1,4,9,0.3290155440414508,0.2785714285714286,0.09165433012583273,0.001996007984031936
CCL2,CCR2,9,6,1.0285714285714285,0.08888888888888889,0.09142857142857143,0.013972055888223553
BMP4,BMPR1A,10,9,0.2318840579710145,0.39285714285714285,0.09109730848861283,0.003992015968063872
CCL2,CCR2,4,6,1.0233160621761659,0.08888888888888889,0.09096142774899253,0.001996007984031936
CCL2,CCR2,5,3,0.291970802919708,0.31140350877192985,0.09092073248815469,0.001996007984031936
PDGFA,PDGFRA,1,8,0.19,0.47674418604651164,0.09058139534883722,0.03792415169660679
IL1B,IL1R1,8,5,0.1569767441860465,0.5766423357664233,0.09051943642845017,0.001996007984031936
CD40LG,CD40,4,1,0.24093264248704663,0.372,0.08962694300518134,0.001996007984031936
FASLG,FAS,1,1,0.124,0.722,0.089528,0.001996007984031936
PDGFA,PDGFRA,1,5,0.19,0.4708029197080292,0.08945255474452554,0.013972055888223553
IFNG,IFNGR1,3,5,0.12719298245614036,0.7007299270072993,0.08912792931233193,0.001996007984031936
IL1B,IL1R1,9,6,0.36428571428571427,0.24444444444444444,0.08904761904761904,0.00998003992015968
WNT5A,FZD5,5,9,0.3357664233576642,0.2642857142857143,0.08873826903023983,0.001996007984031936
IL1B,IL1R1,5,8,0.17883211678832117,0.4941860465116279,0.08837633678492615,0.003992015968063872
TNF,TNFRSF1B,8,1,0.11627906976744186,0.758,0.08813953488372094,0.001996007984031936
IL1B,IL1R1,3,8,0.17543859649122806,0.4941860465116279,0.08669930640554875,0.001996007984031936
CD40LG,CD40,7,9,0.06217616580310881,1.3857142857142857,0.08615840118430791,0.001996007984031936
IFNG,IFNGR1,3,8,0.12719298245614036,0.6744186046511628,0.08578131374949001,0.011976047904191617
CD80,CD28,9,4,0.29285714285714287,0.2927461139896373,0.08573279052553665,0.001996007984031936
BMP4,BMPR1A,2,4,0.1023454157782516,0.8367875647668394,0.0856413712341328,0.001996007984031936
