ligand,receptor,source,target,ligand_expr_ctrl,receptor_expr_ctrl,score_ctrl,key,score_rej,ligand_expr_rej,receptor_expr_rej,log2FC
CXCL9,CXCR3,6,6,0.0,0.0,0.0,CXCL9_CXCR3_6_6,0.01844411979547115,0.45495495495495497,0.04054054054054054,4.281262022616504
FASLG,FAS,2,3,0.0,2.0,0.0,FASLG_FAS_2_3,0.018422964087954796,0.044967880085653104,0.40969162995594716,4.2796914783777815
CD80,CTLA4,3,4,0.0,0.03636363636363636,0.0,CD80_CTLA4_3_4,0.01840401252587442,0.16079295154185022,0.1144578313253012,4.278283110836126
C5,C5AR1,6,3,0.3333333333333333,0.0,0.0,C5_C5AR1_6_3,0.018335516132872962,0.10810810810810811,0.1696035242290749,4.273181370422532
PDGFA,PDGFRA,3,5,0.0,0.4794007490636704,0.0,PDGFA_PDGFRA_3_5,0.018250471994965385,0.1277533039647577,0.14285714285714285,4.26682191401687
WNT7B,FZD1,4,6,0.19545454545454546,0.0,0.0,WNT7B_FZD1_4_6,0.018235102572451967,0.07228915662650602,0.25225225225225223,4.265669617808775
WNT5A,FZD5,3,2,0.0,0.0,0.0,WNT5A_FZD5_3_2,0.01822486769991227,0.18502202643171806,0.09850107066381156,4.264901764890473
TGFB1,TGFBR2,6,0,0.0,0.42391304347826086,0.0,TGFB1_TGFBR2_6_0,0.018156618156618152,0.06306306306306306,0.2879120879120879,4.259770990026754
PDGFA,PDGFRA,6,5,0.0,0.4794007490636704,0.0,PDGFA_PDGFRA_6_5,0.018018018018018014,0.12612612612612611,0.14285714285714285,4.24929499699705
CD80,CD28,6,5,0.0,0.21348314606741572,0.0,CD80_CD28_6_5,0.018018018018018014,0.03153153153153153,0.5714285714285714,4.24929499699705
CD274,PDCD1,10,3,0.08333333333333333,0.0,0.0,CD274_PDCD1_10_3,0.01793580868470736,0.047619047619047616,0.3766519823788546,4.243045130078746
CCL19,CCR7,4,2,0.35909090909090907,0.0,0.0,CCL19_CCR7_4_2,0.017801398312737027,0.3614457831325301,0.04925053533190578,4.232768058057928
CXCL9,CXCR3,0,3,0.021739130434782608,0.0,0.0,CXCL9_CXCR3_0_3,0.017669555114489036,0.10989010989010989,0.16079295154185022,4.222615644210039
WNT5A,FZD5,6,4,0.0,0.6818181818181818,0.0,WNT5A_FZD5_6_4,0.017638120047758603,0.05855855855855856,0.30120481927710846,4.220184443369072
IL18,IL18R1,3,6,0.0,0.3333333333333333,0.0,IL18_IL18R1_3_6,0.01762114537444934,0.2444933920704846,0.07207207207207207,4.218869909739878
TNF,TNFRSF1A,10,0,0.0,0.09782608695652174,0.0,TNF_TNFRSF1A_10_0,0.017582417582417582,0.14285714285714285,0.12307692307692308,4.215866304211287
FGF2,FGFR1,6,2,0.0,1.0,0.0,FGF2_FGFR1_6_2,0.017555028261666376,0.06306306306306306,0.278372591006424,4.213738293332388
CXCL10,CXCR3,5,6,0.12359550561797752,0.0,0.0,CXCL10_CXCR3_5_6,0.017374517374517374,0.42857142857142855,0.04054054054054054,4.199634451473938
CCL21,CCR7,4,6,0.4818181818181818,0.0,0.0,CCL21_CCR7_4_6,0.017366764354716163,0.3855421686746988,0.04504504504504504,4.1990255863032795
CXCL10,CXCR3,10,2,0.020833333333333332,0.0,0.0,CXCL10_CXCR3_10_2,0.017130620985010708,0.5714285714285714,0.029978586723768737,4.180356434015369
VEGFA,KDR,10,2,0.22916666666666666,0.0,0.0,VEGFA_KDR_10_2,0.0168247170388498,0.14285714285714285,0.11777301927194861,4.155807269459002
CXCL10,CXCR3,6,6,0.3333333333333333,0.0,0.0,CXCL10_CXCR3_6_6,0.016800584368151936,0.4144144144144144,0.04054054054054054,4.153852698505799
HGF,MET,6,10,0.0,0.10416666666666667,0.0,HGF_MET_6_10,0.01673101673101673,0.11711711711711711,0.14285714285714285,4.148203360438089
C3,C3AR1,5,6,0.3146067415730337,0.0,0.0,C3_C3AR1_5_6,0.01673101673101673,0.14285714285714285,0.11711711711711711,4.148203360438089
CD80,CD28,5,6,0.10486891385767791,0.0,0.0,CD80_CD28_5_6,0.01673101673101673,0.2857142857142857,0.05855855855855856,4.148203360438089
C3,C3AR1,0,2,0.14130434782608695,0.0,0.0,C3_C3AR1_0_2,0.016716474104054403,0.08131868131868132,0.20556745182012848,4.147019605171756
C5,C5AR1,2,3,0.5,0.0,0.0,C5_C5AR1_2_3,0.016706128724919583,0.09850107066381156,0.1696035242290749,4.146176910033269
CD86,CD28,10,4,0.0,0.25,0.0,CD86_CD28_10_4,0.01663798049340218,0.047619047619047616,0.3493975903614458,4.140613480105722
BMP4,BMPR1A,4,2,0.38181818181818183,0.0,0.0,BMP4_BMPR1A_4_2,0.01660173886122649,0.19879518072289157,0.0835117773019272,4.137646053440311
TNF,TNFRSF1B,2,5,0.0,0.2808988764044944,0.0,TNF_TNFRSF1B_2_5,0.016518813092688895,0.057815845824411134,0.2857142857142857,4.130833129912266
IL6,IL6R,3,2,1.0,0.0,0.0,IL6_IL6R_3_2,0.0164985991755417,0.14537444933920704,0.11349036402569593,4.129167528751276
CCL19,CCR7,4,6,0.35909090909090907,0.0,0.0,CCL19_CCR7_4_6,0.0162813415825464,0.3614457831325301,0.04504504504504504,4.111143315823737
CD86,CD28,3,2,0.0,0.0,0.0,CD86_CD28_3_2,0.016130705883462722,0.3766519823788546,0.042826552462526764,4.0985126948550645
IL1B,IL1R1,2,3,0.0,0.5,0.0,IL1B_IL1R1_2_3,0.016130705883462725,0.08137044967880086,0.19823788546255505,4.0985126948550645
TGFB1,TGFBR1,6,2,0.0,1.5,0.0,TGFB1_TGFBR1_6_2,0.016069602793371527,0.06306306306306306,0.25481798715203424,4.093357582385971
CD86,CD28,2,3,0.0,2.0,0.0,CD86_CD28_2_3,0.016036374270109142,0.10706638115631692,0.14977973568281938,4.090546424634625
FASLG,FAS,3,10,0.0,0.08333333333333333,0.0,FASLG_FAS_3_10,0.01594294105307321,0.16740088105726872,0.09523809523809523,4.082612422591508
WNT5A,FZD5,10,3,0.020833333333333332,0.0,0.0,WNT5A_FZD5_10_3,0.01594294105307321,0.09523809523809523,0.16740088105726872,4.082612422591508
CCL2,CCR2,6,6,0.0,0.0,0.0,CCL2_CCR2_6_6,0.01582663744825907,0.17567567567567569,0.09009009009009009,4.072674999338787
CCL19,CCR7,3,2,8.0,0.0,0.0,CCL19_CCR7_3_2,0.015729796526709996,0.31938325991189426,0.04925053533190578,4.06434799383855
IL6,IL6R,6,6,0.0,0.6666666666666666,0.0,IL6_IL6R_6_6,0.01552227903579255,0.04054054054054054,0.38288288288288286,4.046340796587823
CD86,CD28,4,6,0.2727272727272727,0.0,0.0,CD86_CD28_4_6,0.015521545642027571,0.26506024096385544,0.05855855855855856,4.04627675657077
CCL5,CCR5,2,2,0.0,0.0,0.0,CCL5_CCR5_2_2,0.01551201573669465,0.4261241970021413,0.03640256959314775,4.045444345715171
C3,C3AR1,0,10,0.14130434782608695,0.0,0.0,C3_C3AR1_0_10,0.015489272632129774,0.08131868131868132,0.19047619047619047,4.0434558555084905
CCL5,CCR5,6,6,0.0,0.0,0.0,CCL5_CCR5_6_6,0.01540053567080594,0.3108108108108108,0.04954954954954955,4.035671031498677
CXCL11,CXCR3,10,3,0.0,0.0,0.0,CXCL11_CXCR3_10_3,0.015313614432557163,0.09523809523809523,0.16079295154185022,4.028004554816995
CD274,PDCD1,2,5,0.0,0.1797752808988764,0.0,CD274_PDCD1_2_5,0.015295197308045273,0.05353319057815846,0.2857142857142857,4.026374915734326
C5,C5AR1,4,6,0.42727272727272725,0.0,0.0,C5_C5AR1_4_6,0.015223054379680885,0.19879518072289157,0.07657657657657657,4.019973562011859
TGFB1,TGFBR1,6,10,0.0,0.08333333333333333,0.0,TGFB1_TGFBR1_6_10,0.015015015015015013,0.06306306306306306,0.23809523809523808,4.001353245611732
IFNG,IFNGR1,6,6,0.0,0.6666666666666666,0.0,IFNG_IFNGR1_6_6,0.014933852771690608,0.036036036036036036,0.4144144144144144,3.9940232445224604
WNT5A,FZD5,4,2,0.45454545454545453,0.0,0.0,WNT5A_FZD5_4_2,0.014834498593947525,0.15060240963855423,0.09850107066381156,3.9849992794319777
CCL5,CCR5,6,10,0.0,0.041666666666666664,0.0,CCL5_CCR5_6_10,0.0148005148005148,0.3108108108108108,0.047619047619047616,3.9818996588625613
WNT7B,FZD1,3,10,0.0,0.16666666666666666,0.0,WNT7B_FZD1_3_10,0.014684287812041116,0.07709251101321586,0.19047619047619047,3.971248116044418
CXCL13,CXCR5,5,2,0.1198501872659176,0.0,0.0,CXCL13_CXCR5_5_2,0.014683389415723462,0.42857142857142855,0.034261241970021415,3.9711654760769655
CD80,CD28,2,5,0.0,0.21348314606741572,0.0,CD80_CD28_2_5,0.014683389415723462,0.02569593147751606,0.5714285714285714,3.9711654760769655
PDGFB,PDGFRB,0,6,0.03260869565217391,0.0,0.0,PDGFB_PDGFRB_0_6,0.014642114642114642,0.03736263736263736,0.3918918918918919,3.967363657242764
B2M,CD8A,2,10,1.0,0.020833333333333332,0.020833333333333332,B2M_CD8A_2_10,0.33832976445396146,3.5524625267665955,0.09523809523809523,3.958083671164039
CCL5,CCR5,0,3,0.010869565217391304,0.0,0.0,CCL5_CCR5_0_3,0.014522922011908797,0.08791208791208792,0.16519823788546256,3.956328248758976
CCL19,CCR7,3,6,8.0,0.0,0.0,CCL19_CCR7_3_6,0.014386633329364606,0.31938325991189426,0.04504504504504504,3.9436056923515643
C5,C5AR1,6,2,0.3333333333333333,0.0,0.0,C5_C5AR1_6_2,0.014352682446900864,0.10810810810810811,0.13276231263383298,3.9404188426482403
IL18,IL18R1,6,4,0.0,0.32727272727272727,0.0,IL18_IL18R1_6_4,0.014327580592640835,0.10810810810810811,0.13253012048192772,3.9380580852654137
CXCL11,CXCR3,2,2,0.0,0.0,0.0,CXCL11_CXCR3_2_2,0.014251062639564582,0.4753747323340471,0.029978586723768737,3.9308378629018756
CD86,CD28,6,4,0.0,0.25,0.0,CD86_CD28_6_4,0.014164767176815371,0.04054054054054054,0.3493975903614458,3.922651443463866
CD274,PDCD1,4,2,0.2863636363636364,0.0,0.0,CD274_PDCD1_4_2,0.013931529114315937,0.21686746987951808,0.06423982869379015,3.900290012046211
CCL5,CCR5,10,2,0.0625,0.0,0.0,CCL5_CCR5_10_2,0.01386764555929438,0.38095238095238093,0.03640256959314775,3.894104295144555
CXCL10,CXCR3,4,10,0.32272727272727275,0.020833333333333332,0.006723484848484848,CXCL10_CXCR3_4_10,0.1135972461273666,2.3855421686746987,0.047619047619047616,3.8911766243970156
CCL5,CCR5,5,0,0.1647940074906367,0.0,0.0,CCL5_CCR5_5_0,0.013814756671899528,0.5714285714285714,0.024175824175824177,3.888963025531696
VCAM1,ITGA4,10,5,0.14583333333333334,0.20224719101123595,0.029494382022471913,VCAM1_ITGA4_10_5,0.4489795918367347,1.0476190476190477,0.42857142857142855,3.883244186934374
CXCL9,CXCR3,6,2,0.0,0.0,0.0,CXCL9_CXCR3_6_2,0.013638906572525417,0.45495495495495497,0.029978586723768737,3.8717358929555385
CD80,CTLA4,5,10,0.10486891385767791,0.0,0.0,CD80_CTLA4_5_10,0.013605442176870746,0.2857142857142857,0.047619047619047616,3.8684341310224086
ICAM1,ITGAL,0,2,0.03260869565217391,0.0,0.0,ICAM1_ITGAL_0_2,0.013582135209544202,0.05714285714285714,0.23768736616702354,3.8661300786591815
CXCL9,CXCR3,10,6,0.0625,0.0,0.0,CXCL9_CXCR3_10_6,0.013513513513513514,0.3333333333333333,0.04054054054054054,3.859324912356463
CD40LG,CD40,2,5,0.0,0.1647940074906367,0.0,CD40LG_CD40_2_5,0.01345977363107984,0.047109207708779445,0.2857142857142857,3.8539730618461827
CXCL13,CXCR5,3,2,0.0,0.0,0.0,CXCL13_CXCR5_3_2,0.013432821741550246,0.3920704845814978,0.034261241970021415,3.8512814816579812
HGF,MET,2,6,0.0,1.6666666666666667,0.0,HGF_MET_2_6,0.013166271196249782,0.032119914346895075,0.4099099099099099,3.824388161216104
FASLG,FAS,2,6,0.0,0.3333333333333333,0.0,FASLG_FAS_2_6,0.013166271196249782,0.044967880085653104,0.2927927927927928,3.824388161216104
IL1B,IL1R1,6,6,0.0,0.3333333333333333,0.0,IL1B_IL1R1_6_6,0.01314828341855369,0.05405405405405406,0.24324324324324326,3.822555119409659
C5,C5AR1,2,2,0.5,0.0,0.0,C5_C5AR1_2_2,0.013077229938236224,0.09850107066381156,0.13276231263383298,3.8152915689522606
PDGFA,PDGFRA,2,2,0.0,0.0,0.0,PDGFA_PDGFRA_2_2,0.013022206530361458,0.15203426124197003,0.08565310492505353,3.809641484173941
IFNG,IFNGR1,6,3,0.0,1.0,0.0,IFNG_IFNGR1_6_3,0.013017422709052665,0.036036036036036036,0.36123348017621143,3.8091492098084903
VCAM1,ITGA4,10,4,0.14583333333333334,0.2818181818181818,0.04109848484848485,VCAM1_ITGA4_10_4,0.5869191049913941,1.0476190476190477,0.5602409638554217,3.8037774445903394
HGF,MET,10,2,0.020833333333333332,0.0,0.0,HGF_MET_10_2,0.012949933720811664,0.047619047619047616,0.27194860813704497,3.8021863623982064
FASLG,FAS,6,3,0.0,2.0,0.0,FASLG_FAS_6_3,0.012918204548160495,0.03153153153153153,0.40969162995594716,3.798901210058787
CXCL10,CXCR3,5,2,0.12359550561797752,0.0,0.0,CXCL10_CXCR3_5_2,0.01284796573875803,0.42857142857142855,0.029978586723768737,3.791602155338215
CXCL13,CXCR5,4,3,0.2318181818181818,0.0,0.0,CXCL13_CXCR5_4_3,0.012738177379120006,0.09036144578313253,0.14096916299559473,3.780118711814698
CXCL10,CXCR3,6,2,0.3333333333333333,0.0,0.0,CXCL10_CXCR3_6_2,0.01242355846210236,0.4144144144144144,0.029978586723768737,3.746695262335275
B2M,CD8A,10,5,0.8958333333333334,0.19101123595505617,0.17111423220973784,B2M_CD8A_10_5,2.2857142857142856,5.333333333333333,0.42857142857142855,3.7318378144132227
CD80,CD28,5,2,0.10486891385767791,0.0,0.0,CD80_CD28_5_2,0.012236157846436217,0.2857142857142857,0.042826552462526764,3.726412496464058
IL18,IL18R1,3,2,0.0,0.0,0.0,IL18_IL18R1_3_2,0.012041430444584894,0.2444933920704846,0.04925053533190578,3.70503021461946
CD40LG,CD40,3,2,0.0,0.0,0.0,CD40LG_CD40_3_2,0.012036713863917215,0.1277533039647577,0.09421841541755889,3.7045083532835528
CD274,PDCD1,3,2,1.0,0.0,0.0,CD274_PDCD1_3_2,0.012027280702581857,0.18722466960352424,0.06423982869379015,3.7034640639565333
WNT7B,FZD1,10,6,0.020833333333333332,0.0,0.0,WNT7B_FZD1_10_6,0.01201201201201201,0.047619047619047616,0.25225225225225223,3.701772154200606
BMP4,BMPR1A,3,2,0.0,0.0,0.0,BMP4_BMPR1A_3_2,0.011772585346527184,0.14096916299559473,0.0835117773019272,3.674978670758084
VCAM1,ITGA4,3,10,0.5,0.0625,0.03125,VCAM1_ITGA4_3_10,0.4096916299559471,1.2290748898678414,0.3333333333333333,3.670684479320991
CCL19,CCR7,2,2,0.5,0.0,0.0,CCL19_CCR7_2_2,0.01170623002535662,0.23768736616702354,0.04925053533190578,3.6674641369914793
IL1B,IL1R1,2,10,0.0,0.10416666666666667,0.0,IL1B_IL1R1_2_10,0.011624349954114408,0.08137044967880086,0.14285714285714285,3.658137198227448
IL1B,IL1R1,2,5,0.0,0.5880149812734082,0.0,IL1B_IL1R1_2_5,0.011624349954114408,0.08137044967880086,0.14285714285714285,3.658137198227448
TGFB1,TGFBR1,2,5,0.0,0.4344569288389513,0.0,TGFB1_TGFBR1_2_5,0.011624349954114408,0.08137044967880086,0.14285714285714285,3.658137198227448
CD40LG,CD40,6,5,0.0,0.1647940074906367,0.0,CD40LG_CD40_6_5,0.011583011583011582,0.04054054054054054,0.2857142857142857,3.65340534905201
CXCL11,CXCR3,5,6,0.14606741573033707,0.0,0.0,CXCL11_CXCR3_5_6,0.011583011583011582,0.2857142857142857,0.04054054054054054,3.65340534905201
IL6,IL6R,6,5,0.0,0.23220973782771537,0.0,IL6_IL6R_6_5,0.011583011583011582,0.04054054054054054,0.2857142857142857,3.65340534905201
ICAM1,ITGAL,2,0,0.0,0.010869565217391304,0.0,ICAM1_ITGAL_2_0,0.011520813233875332,0.32762312633832974,0.035164835164835165,3.6462563640569847
CD86,CD28,4,2,0.2727272727272727,0.0,0.0,CD86_CD28_4_2,0.01135161631536854,0.26506024096385544,0.042826552462526764,3.6266279381215023
WNT5A,FZD5,6,6,0.0,1.3333333333333333,0.0,WNT5A_FZD5_6_6,0.011342423504585666,0.05855855855855856,0.19369369369369369,3.6255537985122985
CCL5,CCR5,6,2,0.0,0.0,0.0,CCL5_CCR5_6_2,0.011314312170843218,0.3108108108108108,0.03640256959314775,3.622264141690804
C5,C5AR1,3,6,0.5,0.0,0.0,C5_C5AR1_3_6,0.011300948525618129,0.14757709251101322,0.07657657657657657,3.620697660894492
ICAM1,ITGAL,6,0,0.0,0.010869565217391304,0.0,ICAM1_ITGAL_6_0,0.011246411246411247,0.31981981981981983,0.035164835164835165,3.6142871310091595
C3,C3AR1,2,0,0.0,0.043478260869565216,0.0,C3_C3AR1_2_0,0.01121961550227075,0.31905781584582443,0.035164835164835165,3.611126985470001
CD40LG,CD40,2,10,0.0,0.041666666666666664,0.0,CD40LG_CD40_2_10,0.011216478025899868,0.047109207708779445,0.23809523809523808,3.610756515319293
CCL2,CCR2,3,0,0.0,0.021739130434782608,0.0,CCL2_CCR2_3_0,0.011153604105145955,0.6343612334801763,0.017582417582417582,3.6033122979019763
IL6,IL6R,2,4,0.0,0.7636363636363637,0.0,IL6_IL6R_2_4,0.011145223291452748,0.019271948608137045,0.5783132530120482,3.602317109234152
SELE,CD44,6,2,0.3333333333333333,0.0,0.0,SELE_CD44_6_2,0.011140691012211355,0.02252252252252252,0.49464668094218417,3.6017786327510657
CCL21,CCR7,6,3,0.0,1.0,0.0,CCL21_CCR7_6_3,0.011092590387744572,0.05855855855855856,0.1894273127753304,3.5960514163356816
SELE,CD44,3,0,0.0,0.10869565217391304,0.0,SELE_CD44_3_0,0.011022897807038776,0.15198237885462554,0.07252747252747253,3.5877127569917917
CD80,CD28,6,4,0.0,0.25,0.0,CD80_CD28_6_4,0.011017041137523064,0.03153153153153153,0.3493975903614458,3.5870098110938766
PDGFA,PDGFRA,3,2,0.0,0.0,0.0,PDGFA_PDGFRA_3_2,0.010942467149015648,0.1277533039647577,0.08565310492505353,3.578029003179279
C5,C5AR1,10,6,0.041666666666666664,0.0,0.0,C5_C5AR1_10_6,0.010939510939510939,0.14285714285714285,0.07657657657657657,3.5776718377218577
C5,C5AR1,5,6,0.2397003745318352,0.0,0.0,C5_C5AR1_5_6,0.010939510939510939,0.14285714285714285,0.07657657657657657,3.5776718377218577
PDGFA,PDGFRA,6,2,0.0,0.0,0.0,PDGFA_PDGFRA_6_2,0.010803094314871616,0.12612612612612611,0.08565310492505353,3.561093222907105
IL1B,IL1R1,6,3,0.0,0.5,0.0,IL1B_IL1R1_6_3,0.010715561376354328,0.05405405405405406,0.19823788546255505,3.5503541805846313
CCL19,CCR7,2,6,0.5,0.0,0.0,CCL19_CCR7_2_6,0.010706638115631691,0.23768736616702354,0.04504504504504504,3.549254920489921
EGF,EGFR,4,10,0.6909090909090909,0.08333333333333333,0.05757575757575757,EGF_EGFR_4_10,0.6838783706253585,3.5903614457831323,0.19047619047619047,3.5474721856868507
IL15,IL15RA,4,6,0.30454545454545456,0.0,0.0,IL15_IL15RA_4_6,0.010420058612829696,0.2891566265060241,0.036036036036036036,3.5134981501609497
CXCL10,CXCR3,10,4,0.020833333333333332,0.1590909090909091,0.003314393939393939,CXCL10_CXCR3_10_4,0.048192771084337345,0.5714285714285714,0.08433734939759036,3.511216508528568
CD80,CTLA4,5,2,0.10486891385767791,0.0,0.0,CD80_CTLA4_5_2,0.010400734169470785,0.2857142857142857,0.03640256959314775,3.5110548270449247
PDGFA,PDGFRA,2,3,0.0,0.5,0.0,PDGFA_PDGFRA_2_3,0.01038119404956183,0.15203426124197003,0.06828193832599119,3.5085800197562005
CCL5,CCR5,2,0,0.0,0.0,0.0,CCL5_CCR5_2_0,0.010301903663788033,0.4261241970021413,0.024175824175824177,3.4984938918636392
FASLG,FAS,10,2,0.0625,0.0,0.0,FASLG_FAS_10_2,0.01029876618741715,0.047619047619047616,0.21627408993576017,3.498093335450041
ICAM1,ITGAL,0,6,0.03260869565217391,0.0,0.0,ICAM1_ITGAL_0_6,0.010296010296010296,0.05714285714285714,0.18018018018018017,3.4977414035875123
CXCL11,CXCR3,6,4,0.0,0.1590909090909091,0.0,CXCL11_CXCR3_6_4,0.010257245197004232,0.12162162162162163,0.08433734939759036,3.4927819181430793
EGF,EGFR,0,3,0.010869565217391304,0.0,0.0,EGF_EGFR_0_3,0.010224137096383793,0.05274725274725275,0.19383259911894274,3.4885326307561977
CD40LG,CD40,2,6,0.0,0.0,0.0,CD40LG_CD40_2_6,0.010185774639736097,0.047109207708779445,0.21621621621621623,3.4835932645796808
HGF,MET,3,10,0.0,0.10416666666666667,0.0,HGF_MET_3_10,0.010069225928256766,0.07048458149779736,0.14285714285714285,3.46848243276911
B2M,CD8A,10,0,0.8958333333333334,0.010869565217391304,0.00973731884057971,B2M_CD8A_10_0,0.11721611721611722,5.333333333333333,0.02197802197802198,3.4607210458451028
CXCL9,CXCR3,10,2,0.0625,0.0,0.0,CXCL9_CXCR3_10_2,0.009992862241256246,0.3333333333333333,0.029978586723768737,3.4584951684934944
IL18,IL18R1,2,4,0.0,0.32727272727272727,0.0,IL18_IL18R1_2_4,0.009932664275947474,0.07494646680942184,0.13253012048192772,3.450573121633869
IL1B,IL1R1,2,2,0.0,0.0,0.0,IL1B_IL1R1_2_2,0.009931725121395394,0.08137044967880086,0.12205567451820129,3.450449183700719
CCL21,CCR7,6,4,0.0,0.15,0.0,CCL21_CCR7_6_4,0.009877347226744815,0.05855855855855856,0.1686746987951807,3.4432548491351054
CD40LG,CD40,2,3,0.0,0.0,0.0,CD40LG_CD40_2_3,0.009857653595449442,0.047109207708779445,0.2092511013215859,3.4406404565970456
IL6,IL6R,6,3,0.0,1.0,0.0,IL6_IL6R_6_3,0.009822597928324801,0.04054054054054054,0.2422907488986784,3.435974949729093
VCAM1,ITGA4,2,10,0.5,0.0625,0.03125,VCAM1_ITGA4_2_10,0.34760885082084225,1.0428265524625269,0.3333333333333333,3.434238132826082
WNT5A,FZD5,6,3,0.0,0.0,0.0,WNT5A_FZD5_6_3,0.009802754296146366,0.05855855855855856,0.16740088105726872,3.4333272871638796
IL18,IL18R1,6,3,0.0,0.5,0.0,IL18_IL18R1_6_3,0.009763067031789498,0.10810810810810811,0.09030837004405286,3.428017340165839
FASLG,FAS,2,2,0.0,0.0,0.0,FASLG_FAS_2_2,0.009725387341865017,0.044967880085653104,0.21627408993576017,3.4229578457447696
WNT5A,FZD5,2,3,0.5,0.0,0.0,WNT5A_FZD5_2_3,0.009678423530077635,0.057815845824411134,0.16740088105726872,3.4166267706380498
CD40LG,CD40,6,10,0.0,0.041666666666666664,0.0,CD40LG_CD40_6_10,0.009652509652509652,0.04054054054054054,0.23809523809523808,3.413121453666719
CXCL13,CXCR5,5,6,0.1198501872659176,0.0,0.0,CXCL13_CXCR5_5_6,0.009652509652509652,0.42857142857142855,0.02252252252252252,3.413121453666719
C3,C3AR1,0,6,0.14130434782608695,0.0,0.0,C3_C3AR1_0_6,0.009523809523809525,0.08131868131868132,0.11711711711711711,3.3955851366126715
CXCL10,CXCR3,2,0,0.0,0.010869565217391304,0.0,CXCL10_CXCR3_2_0,0.009487728545544392,0.7194860813704497,0.013186813186813187,3.3906303446877066
BMP7,BMPR2,10,0,0.0,0.15217391304347827,0.0,BMP7_BMPR2_10_0,0.009419152276295133,0.14285714285714285,0.06593406593406594,3.38116599663652
CD80,CD28,3,6,0.0,0.0,0.0,CD80_CD28_3_6,0.009415803468666904,0.16079295154185022,0.05855855855855856,3.3807022271657443
WNT5A,FZD5,10,2,0.020833333333333332,0.0,0.0,WNT5A_FZD5_10_2,0.009381054348934433,0.09523809523809523,0.09850107066381156,3.375881072950324
IL1B,IL1R1,3,0,0.0,0.07608695652173914,0.0,IL1B_IL1R1_3_0,0.00929467008762163,0.1762114537444934,0.05274725274725275,3.3638256916784433
TNF,TNFRSF1B,3,2,0.5,0.0,0.0,TNF_TNFRSF1B_3_2,0.009244498108651153,0.06167400881057269,0.14989293361884368,3.3567774014525806
FASLG,FAS,6,6,0.0,0.3333333333333333,0.0,FASLG_FAS_6_6,0.009232205178151124,0.03153153153153153,0.2927927927927928,3.3550451937087296
EGF,EGFR,10,3,0.0625,0.0,0.0,EGF_EGFR_10_3,0.009230123767568701,0.047619047619047616,0.19383259911894274,3.3547516942988005
CCL5,CCR5,10,0,0.0625,0.0,0.0,CCL5_CCR5_10_0,0.009209837781266352,0.38095238095238093,0.024175824175824177,3.3518880390637262
CXCL10,CXCR3,0,3,0.03260869565217391,0.0,0.0,CXCL10_CXCR3_0_3,0.009188168659534299,0.05714285714285714,0.16079295154185022,3.3488228428335125
HGF,MET,2,5,0.0,0.6891385767790262,0.0,HGF_MET_2_5,0.009177118384827163,0.032119914346895075,0.2857142857142857,3.347257220109877
PDGFB,PDGFRB,10,10,0.041666666666666664,0.3541666666666667,0.014756944444444444,PDGFB_PDGFRB_10_10,0.15873015873015872,0.09523809523809523,1.6666666666666667,3.3415770319758913
TNF,TNFRSF1B,2,6,0.0,0.6666666666666666,0.0,TNF_TNFRSF1B_2_6,0.009115110828172927,0.057815845824411134,0.15765765765765766,3.3384402220380838
CXCL9,CXCR3,4,0,0.17272727272727273,0.010869565217391304,0.0018774703557312253,CXCL9_CXCR3_4_0,0.028041837680391896,2.1265060240963853,0.013186813186813187,3.335259775020565
TGFB1,TGFBR1,6,5,0.0,0.4344569288389513,0.0,TGFB1_TGFBR1_6_5,0.009009009009009007,0.06306306306306306,0.14285714285714285,3.3232272350389858
CD80,CD28,2,4,0.0,0.25,0.0,CD80_CD28_2_4,0.008978096540336936,0.02569593147751606,0.3493975903614458,3.318764627814124
CD40LG,CD40,10,2,0.0,0.0,0.0,CD40LG_CD40_10_2,0.008973182420719894,0.09523809523809523,0.09421841541755889,3.31805393892455
IFNG,IFNGR1,2,6,0.0,0.6666666666666666,0.0,IFNG_IFNGR1_2_6,0.008873970330073113,0.021413276231263382,0.4144144144144144,3.3036303099847526
CXCL11,CXCR3,0,3,0.0,0.0,0.0,CXCL11_CXCR3_0_3,0.008834777557244518,0.054945054945054944,0.16079295154185022,3.2978924220320787
CXCL13,CXCR5,3,6,0.0,0.0,0.0,CXCL13_CXCR5_3_6,0.008830416319403104,0.3920704845814978,0.02252252252252252,3.297252516181308
WNT5A,FZD5,3,10,0.0,0.0,0.0,WNT5A_FZD5_3_10,0.008810572687224669,0.18502202643171806,0.047619047619047616,3.2943373554968747
CD40LG,CD40,6,6,0.0,0.0,0.0,CD40LG_CD40_6_6,0.008765522279035794,0.04054054054054054,0.21621621621621623,3.2876972042990107
HGF,MET,2,2,0.0,0.0,0.0,HGF_MET_2_2,0.008734966000119217,0.032119914346895075,0.27194860813704497,3.283175940266058
CXCL9,CXCR3,2,0,0.0,0.010869565217391304,0.0,CXCL9_CXCR3_2_0,0.008725321787420288,0.6616702355460385,0.013186813186813187,3.2817459861846983
PDGFA,PDGFRA,3,3,0.0,0.5,0.0,PDGFA_PDGFRA_3_3,0.00872324322226319,0.1277533039647577,0.06828193832599119,3.2814376101524068
TNF,TNFRSF1B,2,2,0.0,0.0,0.0,TNF_TNFRSF1B_2_2,0.008666186740275758,0.057815845824411134,0.14989293361884368,3.2729468663430645
