niche,control_prop,rejection_prop,enrichment,chi2,pvalue,padj
1,0.42113564668769715,0.11154808723632463,0.2648744842989881,350.9319597994845,2.6557850202249355e-78,1.5934710121349613e-77
2,0.02050473186119874,0.23525205577404362,11.47306179698028,150.14284815602952,1.6133798202344826e-34,9.680278921406896e-34
4,0.012618296529968454,0.18519842688594923,14.676975330711477,117.26530312717428,2.5112535546422817e-27,1.506752132785369e-26
3,0.2302839116719243,0.0933142652842331,0.40521400130276564,91.43624199627969,1.1524626604752838e-21,6.914775962851702e-21
0,0.12933753943217666,0.2588487665355738,2.001342902238461,47.51606860452151,5.4554923463728505e-12,3.2732954078237106e-11
5,0.1861198738170347,0.11583839828387558,0.622385970440484,22.125701403524946,2.553678042219694e-06,1.5322068253318165e-05
